rooms,type,sellerg,distance,bathroom,lattitude,longtitude,regionname,propertycount,year_sold,landsize_log,price
3,12.426647611387448,10.149764536741214,13.5,1.0,-37.72,144.878,8.664205200135687,3464.0,2017,6.373319789577012,720000.0
4,12.426647611387448,10.064952476885228,13.5,1.0,-37.7261,144.8785,8.664205200135687,3464.0,2016,6.234410725718371,765000.0
4,12.426647611387448,7.906876064832145,13.5,2.0,-37.7256,144.8739,8.664205200135687,3464.0,2016,6.444131256700441,900000.0
2,12.426647611387448,9.547272485004283,3.3,1.0,-37.8459,144.9555,13.729633693290735,3280.0,2016,4.795790545596741,1275000.0
2,12.426647611387448,7.463914277402709,3.3,1.0,-37.845,144.9538,13.729633693290735,3280.0,2016,5.075173815233827,1455000.0
3,12.426647611387448,12.324207231012657,3.3,2.0,-37.8481,144.9499,13.729633693290735,3280.0,2017,5.356586274672012,2850000.0
3,12.426647611387448,12.301380752661917,3.3,2.0,-37.8452,144.9488,13.729633693290735,3280.0,2017,4.859812404361672,1850000.0
2,12.426647611387448,15.04065185076554,3.3,1.0,-37.8431,144.9565,13.729633693290735,3280.0,2017,4.875197323201151,1436000.0
2,12.426647611387448,18.888439119878605,3.3,1.0,-37.8444,144.9484,13.729633693290735,3280.0,2016,4.997212273764115,1110000.0
2,12.426647611387448,13.482877211672152,3.3,1.0,-37.8405,144.9521,13.729633693290735,3280.0,2016,5.123963979403259,1550000.0
4,12.426647611387448,18.888439119878605,3.3,2.0,-37.8447,144.9523,13.729633693290735,3280.0,2016,5.0369526024136295,2300000.0
3,9.337350538599642,18.888439119878605,3.3,2.0,-37.8443,144.9598,13.729633693290735,3280.0,2016,6.577861357721047,1550000.0
3,12.426647611387448,12.301380752661917,3.3,2.0,-37.8415,144.952,13.729633693290735,3280.0,2016,4.890349128221754,1800000.0
2,12.426647611387448,12.301380752661917,3.3,1.0,-37.8422,144.9554,13.729633693290735,3280.0,2016,5.298317366548036,2120000.0
3,12.426647611387448,13.109855178487184,3.3,1.0,-37.8443,144.9579,13.729633693290735,3280.0,2016,5.537334267018537,1800000.0
3,12.426647611387448,18.888439119878605,3.3,2.0,-37.8421,144.9571,13.729633693290735,3280.0,2016,4.51085950651685,1800000.0
2,12.426647611387448,12.301380752661917,3.3,1.0,-37.8379,144.9539,13.729633693290735,3280.0,2016,5.484796933490655,1810000.0
3,12.426647611387448,13.109855178487184,3.3,2.0,-37.8415,144.9585,13.729633693290735,3280.0,2016,5.181783550292085,2615000.0
5,12.426647611387448,12.301380752661917,3.3,2.0,-37.8436,144.9557,13.729633693290735,3280.0,2016,5.472270673671475,2100000.0
3,12.426647611387448,9.547272485004283,3.3,1.0,-37.8422,144.94899999999996,13.729633693290735,3280.0,2016,4.867534450455582,1300000.0
3,12.426647611387448,12.301380752661917,3.3,2.0,-37.8451,144.9511,13.729633693290735,3280.0,2016,0.0,1370000.0
2,12.426647611387448,13.109855178487184,3.3,1.0,-37.8407,144.9523,13.729633693290735,3280.0,2016,5.666426688112432,1000000.0
3,12.426647611387448,12.301380752661917,3.3,2.0,-37.8445,144.9501,13.729633693290735,3280.0,2016,5.43372200355424,2575000.0
2,12.426647611387448,12.301380752661917,3.3,1.0,-37.8443,144.9481,13.729633693290735,3280.0,2016,5.0106352940962555,1322500.0
2,12.426647611387448,12.301380752661917,3.3,1.0,-37.8424,144.9562,13.729633693290735,3280.0,2016,4.955827057601261,1562500.0
3,12.426647611387448,15.04065185076554,3.3,2.0,-37.847,144.9575,13.729633693290735,3280.0,2016,5.356586274672012,2000000.0
3,12.426647611387448,12.301380752661917,3.3,1.0,-37.8468,144.9546,13.729633693290735,3280.0,2017,5.3471075307174685,1900000.0
3,12.426647611387448,12.301380752661917,3.3,2.0,-37.8473,144.9551,13.729633693290735,3280.0,2017,4.997212273764115,3010000.0
4,12.426647611387448,13.109855178487184,3.3,3.0,-37.8467,144.9475,13.729633693290735,3280.0,2016,5.793013608384144,2800000.0
2,6.051274845873384,12.301380752661917,3.3,1.0,-37.846,144.9542,13.729633693290735,3280.0,2016,0.0,647000.0
3,12.426647611387448,18.888439119878605,3.3,1.0,-37.8427,144.9546,13.729633693290735,3280.0,2016,4.795790545596741,2100000.0
3,12.426647611387448,18.888439119878605,3.3,1.0,-37.8461,144.9528,13.729633693290735,3280.0,2016,5.476463551931511,2000000.0
1,6.051274845873384,18.888439119878605,3.3,1.0,-37.8421,144.9517,13.729633693290735,3280.0,2017,0.0,442500.0
4,12.426647611387448,18.888439119878605,3.3,2.0,-37.8477,144.9558,13.729633693290735,3280.0,2017,5.802118375377063,4735000.0
2,12.426647611387448,12.301380752661917,3.3,1.0,-37.846,144.9517,13.729633693290735,3280.0,2017,4.919980925828125,1340000.0
3,12.426647611387448,9.547272485004283,3.3,1.0,-37.8429,144.9493,13.729633693290735,3280.0,2017,5.313205979041787,1801000.0
3,12.426647611387448,10.176519527122842,3.3,3.0,-37.8415,144.9585,13.729633693290735,3280.0,2016,0.0,1532000.0
3,12.426647611387448,12.301380752661917,3.3,2.0,-37.8413,144.95,13.729633693290735,3280.0,2016,5.786897381366708,3755000.0
4,12.426647611387448,12.301380752661917,3.3,2.0,-37.8434,144.9495,13.729633693290735,3280.0,2016,5.214935757608986,2140000.0
2,12.426647611387448,18.888439119878605,3.3,1.0,-37.8416,144.9488,13.729633693290735,3280.0,2016,5.093750200806762,1750000.0
2,12.426647611387448,12.301380752661917,3.3,1.0,-37.8387,144.9519,13.729633693290735,3280.0,2016,4.382026634673881,980000.0
3,12.426647611387448,9.547272485004283,3.3,2.0,-37.8488,144.9551,13.729633693290735,3280.0,2016,5.030437921392435,2030000.0
3,12.426647611387448,18.888439119878605,3.3,2.0,-37.8448,144.9453,13.729633693290735,3280.0,2016,4.997212273764115,1740000.0
3,12.426647611387448,12.324207231012657,3.3,3.0,-37.8399,144.9577,13.729633693290735,3280.0,2016,0.0,2800000.0
1,12.426647611387448,18.888439119878605,3.3,1.0,-37.8411,144.9497,13.729633693290735,3280.0,2016,4.406719247264253,985000.0
4,12.426647611387448,10.074141495596981,6.4,2.0,-37.7707,145.0318,8.981710822622107,2211.0,2016,6.74993119378857,2000000.0
3,12.426647611387448,13.681634483282675,6.4,2.0,-37.7854,145.0325,8.981710822622107,2211.0,2016,5.342334251964811,1110000.0
3,12.426647611387448,13.681634483282675,6.4,2.0,-37.7713,145.0279,8.981710822622107,2211.0,2017,6.021023349349527,1492000.0
4,12.426647611387448,13.625631807739211,6.4,2.0,-37.7717,145.031,8.981710822622107,2211.0,2016,6.396929655216146,1717500.0
5,12.426647611387448,10.149764536741214,6.4,4.0,-37.775,145.0268,8.981710822622107,2211.0,2016,6.697034247666484,2840000.0
2,6.051274845873384,10.871575915760513,6.4,1.0,-37.7791,145.0306,8.981710822622107,2211.0,2016,4.48863636973214,525500.0
2,9.337350538599642,10.871575915760513,6.4,2.0,-37.7804,145.0308,8.981710822622107,2211.0,2016,5.049856007249537,805000.0
2,6.051274845873384,10.737894144176117,6.4,1.0,-37.7773,145.0314,8.981710822622107,2211.0,2016,0.0,465000.0
3,12.426647611387448,9.547272485004283,6.4,3.0,-37.78,145.0341,8.981710822622107,2211.0,2016,6.532334292222349,2000000.0
3,12.426647611387448,10.149764536741214,6.4,1.0,-37.7755,145.0288,8.981710822622107,2211.0,2016,6.385194398997726,1540000.0
2,6.051274845873384,10.149764536741214,6.4,1.0,-37.7747,145.0264,8.981710822622107,2211.0,2017,5.214935757608986,820000.0
4,12.426647611387448,10.149764536741214,6.4,2.0,-37.7743,145.0316,8.981710822622107,2211.0,2016,6.408528791059498,1830000.0
4,12.426647611387448,10.149764536741214,6.4,2.0,-37.7723,145.0319,8.981710822622107,2211.0,2016,6.3561076606958915,2100000.0
3,12.426647611387448,9.547272485004283,6.4,1.0,-37.7802,145.0243,8.981710822622107,2211.0,2016,5.198497031265826,865000.0
2,6.051274845873384,10.149764536741214,6.4,1.0,-37.7773,145.0314,8.981710822622107,2211.0,2016,0.0,390000.0
2,9.337350538599642,10.074141495596981,6.4,1.0,-37.7848,145.025,8.981710822622107,2211.0,2016,0.0,650000.0
2,6.051274845873384,7.243176472611311,6.4,1.0,-37.7805,145.0262,8.981710822622107,2211.0,2017,0.0,512000.0
3,12.426647611387448,8.763031414441148,6.4,1.0,-37.7792,145.029,8.981710822622107,2211.0,2016,6.887552571664617,1165000.0
4,12.426647611387448,10.737894144176117,6.4,2.0,-37.7844,145.0225,8.981710822622107,2211.0,2016,6.322565239927284,1900000.0
3,12.426647611387448,10.737894144176117,6.4,0.0,-37.7781,145.0284,8.981710822622107,2211.0,2016,6.393590753950631,1485000.0
4,12.426647611387448,13.681634483282675,6.4,2.0,-37.7719,145.0309,8.981710822622107,2211.0,2016,6.380122536899765,1950000.0
3,12.426647611387448,12.301380752661917,13.8,2.0,-37.87,144.825,8.664205200135687,5301.0,2016,5.8664680569332965,520000.0
5,12.426647611387448,12.301380752661917,13.8,3.0,-37.8721,144.8105,8.664205200135687,5301.0,2016,6.593044534142437,1525000.0
2,9.337350538599642,9.547272485004283,13.8,1.0,-37.8687,144.8197,8.664205200135687,5301.0,2016,5.680172609017068,720000.0
3,12.426647611387448,9.418824440145018,13.8,1.0,-37.8693,144.8375,8.664205200135687,5301.0,2017,6.2285110035911835,1120000.0
4,12.426647611387448,8.357559868488613,13.8,1.0,-37.868,144.8154,8.664205200135687,5301.0,2016,6.486160788944089,780000.0
4,12.426647611387448,12.301380752661917,13.8,3.0,-37.8681,144.819,8.664205200135687,5301.0,2016,6.964135612418245,1780000.0
3,6.051274845873384,9.418824440145018,13.8,1.0,-37.8702,144.8143,8.664205200135687,5301.0,2016,5.7430031878094825,630000.0
2,6.051274845873384,9.547272485004283,13.8,1.0,-37.8693,144.8171,8.664205200135687,5301.0,2016,4.189654742026425,406000.0
3,12.426647611387448,12.301380752661917,13.8,1.0,-37.8616,144.8116,8.664205200135687,5301.0,2016,6.401917196727186,660000.0
3,12.426647611387448,12.301380752661917,13.8,1.0,-37.8594,144.817,8.664205200135687,5301.0,2016,6.274762021241939,683500.0
2,6.051274845873384,9.418824440145018,13.8,1.0,-37.8696,144.827,8.664205200135687,5301.0,2016,5.420534999272286,580000.0
3,12.426647611387448,9.547272485004283,13.8,1.0,-37.8697,144.8249,8.664205200135687,5301.0,2016,6.656726524178391,1335000.0
3,9.337350538599642,9.547272485004283,13.8,2.0,-37.8734,144.8143,8.664205200135687,5301.0,2016,5.638354669333745,800000.0
2,6.051274845873384,9.881664099258742,13.8,1.0,-37.8686,144.8182,8.664205200135687,5301.0,2016,4.852030263919617,510000.0
4,12.426647611387448,9.418824440145018,13.8,2.0,-37.8733,144.8147,8.664205200135687,5301.0,2016,6.54534966033442,1070000.0
2,6.051274845873384,9.547272485004283,13.8,1.0,-37.871,144.8185,8.664205200135687,5301.0,2016,4.7535901911063645,425000.0
3,6.051274845873384,8.82018930081173,13.8,2.0,-37.8646,144.827,8.664205200135687,5301.0,2016,5.442417710521793,605000.0
3,9.337350538599642,9.547272485004283,13.8,2.0,-37.8579,144.8181,8.664205200135687,5301.0,2017,5.288267030694535,705000.0
2,6.051274845873384,12.301380752661917,13.8,1.0,-37.8678,144.8384,8.664205200135687,5301.0,2017,0.0,391000.0
2,6.051274845873384,9.547272485004283,13.8,1.0,-37.8659,144.83100000000005,8.664205200135687,5301.0,2017,0.0,440000.0
4,12.426647611387448,9.547272485004283,13.8,1.0,-37.8658,144.8155,8.664205200135687,5301.0,2017,6.61472560020376,845000.0
3,9.337350538599642,10.228026589907822,13.8,2.0,-37.8698,144.816,8.664205200135687,5301.0,2016,5.356586274672012,743000.0
3,6.051274845873384,9.418824440145018,13.8,2.0,-37.868,144.8286,8.664205200135687,5301.0,2016,4.248495242049359,730000.0
3,12.426647611387448,8.357559868488613,13.8,1.0,-37.8611,144.8114,8.664205200135687,5301.0,2016,6.439350371100098,635000.0
2,6.051274845873384,9.547272485004283,13.8,1.0,-37.8676,144.8202,8.664205200135687,5301.0,2016,5.1298987149230735,620000.0
2,6.051274845873384,7.231509676813348,13.8,1.0,-37.8655,144.8299,8.664205200135687,5301.0,2016,4.927253685157205,447000.0
3,6.051274845873384,9.418824440145018,13.8,2.0,-37.868,144.8287,8.664205200135687,5301.0,2016,4.2626798770413155,730000.0
3,12.426647611387448,9.547272485004283,13.8,1.0,-37.8608,144.8124,8.664205200135687,5301.0,2016,6.408528791059498,678000.0
2,6.051274845873384,10.185216284987277,13.8,2.0,-37.8687,144.8268,8.664205200135687,5301.0,2016,5.170483995038151,580000.0
3,12.426647611387448,9.547272485004283,13.8,1.0,-37.8674,144.8375,8.664205200135687,5301.0,2016,5.8971538676367405,712000.0
3,12.426647611387448,12.301380752661917,13.8,2.0,-37.86,144.8245,8.664205200135687,5301.0,2017,6.282266746896006,840000.0
3,12.426647611387448,9.418824440145018,13.8,1.0,-37.8672,144.817,8.664205200135687,5301.0,2016,6.586171654854675,980000.0
3,9.337350538599642,9.547272485004283,13.8,2.0,-37.8583,144.8172,8.664205200135687,5301.0,2016,5.583496308781699,605100.0
3,12.426647611387448,9.418824440145018,13.8,3.0,-37.8699,144.8235,8.664205200135687,5301.0,2016,6.359573868672378,880000.0
3,6.051274845873384,10.421686073971491,13.8,2.0,-37.8684,144.815,8.664205200135687,5301.0,2016,5.327876168789581,577000.0
4,12.426647611387448,9.418824440145018,13.8,1.0,-37.8663,144.8387,8.664205200135687,5301.0,2017,6.682108597449809,1030000.0
3,6.051274845873384,9.418824440145018,13.8,1.0,-37.8659,144.822,8.664205200135687,5301.0,2017,5.204006687076795,605000.0
3,12.426647611387448,9.418824440145018,13.8,2.0,-37.8612,144.8247,8.664205200135687,5301.0,2016,6.272877006546167,753000.0
2,12.426647611387448,9.547272485004283,13.8,2.0,-37.8653,144.8129,8.664205200135687,5301.0,2016,6.516193076042964,857000.0
3,12.426647611387448,9.418824440145018,13.8,1.0,-37.8651,144.832,8.664205200135687,5301.0,2016,6.835184586147301,1500000.0
3,6.051274845873384,9.418824440145018,13.8,2.0,-37.868,144.8285,8.664205200135687,5301.0,2016,4.2626798770413155,730000.0
3,12.426647611387448,8.357559868488613,13.8,1.0,-37.871,144.8075,8.664205200135687,5301.0,2016,6.548219102762372,900000.0
3,12.426647611387448,12.301380752661917,13.8,1.0,-37.8631,144.8195,8.664205200135687,5301.0,2016,6.405228458030842,740000.0
4,12.426647611387448,8.357559868488613,13.8,2.0,-37.8637,144.8365,8.664205200135687,5301.0,2016,6.278521424165844,931000.0
2,12.426647611387448,10.043493303685263,13.8,1.0,-37.8646,144.8272,8.664205200135687,5301.0,2016,5.043425116919247,535600.0
5,12.426647611387448,8.812881244662506,11.1,3.0,-37.8388,144.8567,8.664205200135687,5132.0,2016,6.385194398997726,1085000.0
3,12.426647611387448,8.82018930081173,11.1,1.0,-37.8291,144.835,8.664205200135687,5132.0,2016,6.280395838960195,781000.0
3,12.426647611387448,8.82018930081173,11.1,1.0,-37.8449,144.85,8.664205200135687,5132.0,2017,6.318968113746434,750000.0
2,9.337350538599642,9.547272485004283,11.1,1.0,-37.8351,144.8529,8.664205200135687,5132.0,2017,4.356708826689592,421000.0
3,12.426647611387448,8.357559868488613,11.1,1.0,-37.8338,144.8562,8.664205200135687,5132.0,2017,6.486160788944089,1405000.0
3,12.426647611387448,8.812881244662506,11.1,1.0,-37.8284,144.8355,8.664205200135687,5132.0,2016,6.282266746896006,683000.0
3,12.426647611387448,8.357559868488613,11.1,1.0,-37.8267,144.8368,8.664205200135687,5132.0,2016,6.293419278846481,623000.0
3,12.426647611387448,12.301380752661917,11.1,2.0,-37.8379,144.8583,8.664205200135687,5132.0,2016,0.0,720000.0
3,12.426647611387448,10.421686073971491,11.1,1.0,-37.838,144.8555,8.664205200135687,5132.0,2016,5.796057750765372,588000.0
3,12.426647611387448,9.881664099258742,11.1,1.0,-37.8294,144.8378,8.664205200135687,5132.0,2016,6.293419278846481,710000.0
4,12.426647611387448,8.82018930081173,11.1,1.0,-37.8448,144.8529,8.664205200135687,5132.0,2016,6.327936783729195,875000.0
3,12.426647611387448,8.82018930081173,11.1,1.0,-37.8449,144.85,8.664205200135687,5132.0,2016,6.318968113746434,700000.0
2,9.337350538599642,10.421686073971491,11.1,1.0,-37.8397,144.8602,8.664205200135687,5132.0,2017,5.53338948872752,640000.0
4,12.426647611387448,10.421686073971491,11.1,1.0,-37.8451,144.8529,8.664205200135687,5132.0,2016,6.326149473155099,650000.0
3,12.426647611387448,9.547272485004283,11.1,2.0,-37.8337,144.8554,8.664205200135687,5132.0,2016,5.147494476813453,675000.0
3,12.426647611387448,12.301380752661917,11.1,1.0,-37.8258,144.8523,8.664205200135687,5132.0,2016,6.373319789577012,708000.0
4,12.426647611387448,10.228026589907822,11.1,1.0,-37.8345,144.8444,8.664205200135687,5132.0,2016,6.747586526829315,965000.0
3,12.426647611387448,8.357559868488613,11.1,1.0,-37.8254,144.8514,8.664205200135687,5132.0,2016,6.313548046277095,680000.0
3,12.426647611387448,9.547272485004283,11.1,1.0,-37.8327,144.8451,8.664205200135687,5132.0,2016,6.401917196727186,770000.0
3,12.426647611387448,12.301380752661917,11.1,1.0,-37.8269,144.8455,8.664205200135687,5132.0,2016,6.608000625296087,923000.0
4,12.426647611387448,10.366531661396628,11.1,2.0,-37.8391,144.8467,8.664205200135687,5132.0,2016,5.755742213586912,693000.0
3,12.426647611387448,10.152264381166063,11.1,2.0,-37.8262,144.8443,8.664205200135687,5132.0,2016,5.6240175061873385,620000.0
3,12.426647611387448,8.82018930081173,11.1,1.0,-37.8277,144.8385,8.664205200135687,5132.0,2016,6.2766434893416445,728500.0
3,12.426647611387448,9.547272485004283,11.1,2.0,-37.8382,144.8649,8.664205200135687,5132.0,2016,6.3818160174060985,931000.0
3,12.426647611387448,8.357559868488613,11.1,1.0,-37.8423,144.8632,8.664205200135687,5132.0,2016,6.573680166960646,988000.0
